Unnamed: 0,region_1,region_2
131457,Napa Valley,Napa
131458,Toscana,
131459,,
131460,Sonoma County,Sonoma
131461,Napa Valley,Napa
131462,Napa Valley,Napa
131463,Sauternes,
131464,Carneros,Napa-Sonoma
131465,Oakville,Napa
131466,Ribera del Duero,
131467,Napa Valley,Napa
131468,Napa Valley,Napa
131469,Willamette Valley,Willamette Valley
131470,Barsac,
131471,Dundee Hills,Willamette Valley
131472,Knights Valley,Sonoma
131473,Mendocino Ridge,Mendocino/Lake Counties
131474,Napa Valley,Napa
131475,Santa Lucia Highlands,Central Coast
131476,Napa Valley,Napa
131477,,
131478,Lake County,Mendocino/Lake Counties
131479,Napa Valley,Napa
131480,Chehalem Mountains,Willamette Valley
131481,Sonoma Coast,Sonoma
131482,,
131483,Jerez,
131484,Alexander Valley,Sonoma
131485,Napa Valley,Napa
131486,Willamette Valley,Willamette Valley
131487,Toro,
131488,Eola-Amity Hills,Willamette Valley
131489,Jerez,
131490,El Dorado,Sierra Foothills
131491,Rioja,
131492,Jumilla,
131493,Río Negro Valley,
131494,Monterey,Central Coast
131495,Crémant de Bourgogne,
131496,Russian River Valley,Sonoma
131497,Barossa Valley,
131498,Arroyo Seco,Central Coast
131499,Napa Valley,Napa
131500,Toro,
131501,Mendocino,Mendocino/Lake Counties
131502,Oak Knoll District,Napa
131503,McLaren Vale,
131504,El Dorado,Sierra Foothills
131505,Clarendon,
131506,Santa Barbara County,Central Coast
131507,Dry Creek Valley,Sonoma
131508,Rutherford,Napa
131509,Alexander Valley,Sonoma
131510,Napa Valley,Napa
131511,Barossa Valley,
131512,Rutherford,Napa
131513,Napa-Amador,California Other
131514,Veneto,
131515,Alexander Valley,Sonoma
131516,Sonoma Valley,Sonoma
131517,Mount Veeder,Napa
131518,Dry Creek Valley,Sonoma
131519,Napa Valley,Napa
131520,Amarone della Valpolicella Classico,
131521,Cafayate,
131522,,
131523,Luján de Cuyo,
131524,,
131525,Luján de Cuyo,
131526,Neuquén,
131527,Napa Valley,Napa
131528,Alexander Valley,Sonoma
131529,Touraine Mesland,
131530,Sonoma County,Sonoma
131531,Amarone della Valpolicella Classico,
131532,Mendoza,
131533,Mendoza,
131534,,
131535,Napa Valley,Napa
131536,Mendoza,
131537,Amarone della Valpolicella Valpantena,
131538,Sonoma Valley,Sonoma
131539,,
131540,Amarone della Valpolicella,
131541,Amarone della Valpolicella,
131542,Sonoma County,Sonoma
131543,Russian River Valley,Sonoma
131544,Santa Clara Valley,Central Coast
131545,,
131546,Mendoza,
131547,Amarone della Valpolicella Classico,
131548,Amarone della Valpolicella Classico,
131549,Amarone della Valpolicella,
131550,Dominio de Valdepusa,
131551,Cannonau di Sardegna,
131552,Chablis,
131553,Chablis,
131554,Carneros,Napa-Sonoma
131555,Margaret River,
131556,Willamette Valley,Willamette Valley
131557,Chablis,
131558,Vi de la Terra Illes Balears,
131559,Fiano di Avellino,
131560,Red Hills Lake County,Mendocino/Lake Counties
131561,Edna Valley,Central Coast
131562,Vermentino di Sardegna,
131563,Southern Highlands,
131564,Margaret River,
131565,Passito di Pantelleria,
131566,Willamette Valley,Willamette Valley
131567,Napa Valley,Napa
131568,Coonawarra,
131569,Sonoma Valley,Sonoma
131570,Western Australia,
131571,Margaret River,
131572,Willamette Valley,Willamette Valley
131573,McLaren Vale,
131574,Vi de la Terra Illes Balears,
131575,Alexander Valley,Sonoma
131576,St. Helena,Napa
131577,Willamette Valley,Willamette Valley
131578,Chablis,
131579,Mendoza,
131580,Champagne,
131581,Carneros,Napa-Sonoma
131582,Carneros,Napa-Sonoma
131583,,
131584,Champagne,
131585,Sta. Rita Hills,Central Coast
131586,Sta. Rita Hills,Central Coast
131587,,
131588,,
131589,Dry Creek Valley,Sonoma
131590,Russian River Valley,Sonoma
131591,Napa Valley,Napa
131592,Redwood Valley,Mendocino/Lake Counties
131593,Edna Valley,Central Coast
131594,Sta. Rita Hills,Central Coast
131595,Edna Valley,Central Coast
131596,,
131597,Champagne,
131598,,
131599,,
131600,,
131601,Champagne,
131602,Champagne,
131603,Rioja,
131604,Perdriel,
131605,,
131606,Edna Valley,Central Coast
131607,,
131608,,
131609,Champagne,
131610,Alto Adige,
131611,Alto Adige,
131612,Verdicchio dei Castelli di Jesi Classico Superiore,
131613,Napa Valley,Napa
131614,Russian River Valley,Sonoma
131615,Columbia Valley (WA),Columbia Valley
131616,Napa Valley,Napa
131617,Venezia Giulia,
131618,Torgiano,
131619,Rosso Piceno,
131620,Colline Teatine,
131621,Washington,Washington Other
131622,Champagne,
131623,Yakima Valley,Columbia Valley
131624,Columbia Valley (WA),Columbia Valley
131625,Sonoma County,Sonoma
131626,Napa Valley,Napa
131627,Columbia Valley (WA),Columbia Valley
131628,Paso Robles,Central Coast
131629,Colli Orientali del Friuli,
131630,Colli Orientali del Friuli,
131631,Custoza Superiore,
131632,Carmel Valley,Central Coast
131633,Champagne,
131634,Shenandoah Valley (CA),Sierra Foothills
131635,Columbia Valley (WA),Columbia Valley
131636,Collio,
131637,McLaren Vale,
131638,McLaren Vale,
131639,Carneros,Napa-Sonoma
131640,Ribera del Queiles,
131641,Santa Barbara County,Central Coast
131642,McLaren Vale,
131643,,
131644,Barossa Valley,
131645,Russian River Valley,Sonoma
131646,Wahluke Slope,Columbia Valley
131647,,
131648,,
131649,Walla Walla Valley (WA),Columbia Valley
131650,Santa Barbara County,Central Coast
131651,Livermore Valley,Central Coast
131652,Horse Heaven Hills,Columbia Valley
131653,Russian River Valley,Sonoma
131654,Columbia Valley (WA),Columbia Valley
131655,Washington,Washington Other
131656,,
131657,Coteaux du Languedoc,
131658,Oakville,Napa
131659,,
131660,Russian River Valley,Sonoma
131661,Walla Walla Valley (WA),Columbia Valley
131662,Colli Orientali del Friuli,
131663,Columbia Valley (WA),Columbia Valley
131664,Faugères,
131665,McLaren Vale,
131666,Clare Valley,
131667,Santa Barbara County,Central Coast
131668,Napa,
131669,Saint-Chinian,
131670,Pauillac,
131671,Sauternes,
131672,Pessac-Léognan,
131673,Sauternes,
131674,Pauillac,
131675,Saint-Estèphe,
131676,Saint-Julien,
131677,Saint-Émilion,
131678,Pauillac,
131679,Pessac-Léognan,
131680,Pessac-Léognan,
131681,Saint-Émilion,
131682,Saint-Julien,
131683,Sauternes,
131684,Pauillac,
131685,Saint-Émilion,
131686,Pessac-Léognan,
131687,Pomerol,
131688,Saint-Émilion,
131689,Saint-Estèphe,
131690,Margaux,
131691,Saint-Émilion,
131692,Saint-Julien,
131693,Saint-Émilion,
131694,Saint-Émilion,
131695,Margaux,
131696,Pauillac,
131697,Sauternes,
131698,Barsac,
131699,Pessac-Léognan,
131700,Toscana,
131701,Toscana,
131702,Toscana,
131703,Alexander Valley,Sonoma
131704,Toscana,
131705,St. Helena,Napa
131706,Toscana,
131707,Russian River Valley,Sonoma
131708,Toscana,
131709,Colli della Toscana Centrale,
131710,,
131711,Colli della Toscana Centrale,
131712,Toscana,
131713,Southern Oregon,Southern Oregon
131714,Toscana,
131715,Rías Baixas,
131716,Bolgheri Superiore,
131717,Alexander Valley,Sonoma
131718,Conca de Barberà,
131719,,
131720,Rioja,
131721,Pla de Bages,
131722,,
131723,Toscana,
131724,Suisun Valley,North Coast
131725,Val di Cornia Suvereto,
131726,Toscana,
131727,Toscana,
131728,Alicante,
131729,Carneros,Napa-Sonoma
131730,,
131731,Applegate Valley,Southern Oregon
131732,Willamette Valley,Willamette Valley
131733,Walla Walla Valley (OR),Oregon Other
131734,Santa Cruz Mountains,Central Coast
131735,Oregon,Oregon Other
131736,Paso Robles,Central Coast
131737,Ribera del Duero,
131738,Dry Creek Valley,Sonoma
131739,Gattinara,
131740,McMinnville,Willamette Valley
131741,Côtes du Rhône,
131742,Côtes du Rhône,
131743,,
131744,Veneto Orientale,
131745,Chehalem Mountains,Willamette Valley
131746,Lugana,
131747,Pomerol,
131748,Pomerol,
131749,Toro,
131750,Saint-Émilion,
131751,Saint-Joseph,
131752,Dundee Hills,Willamette Valley
131753,Napa Valley,Napa
131754,Cariñena,
131755,Paso Robles,Central Coast
131756,,
131757,Napa Valley,Napa
131758,Côtes du Rhône,
131759,,
131760,Trento,
131761,Sauternes,
131762,Rioja,
131763,Napa Valley,Napa
131764,Russian River Valley,Sonoma
131765,Alsace,
131766,Alsace,
131767,Pessac-Léognan,
131768,Willamette Valley,Willamette Valley
131769,Napa Valley,Napa
131770,,
131771,Napa Valley,Napa
131772,Franciacorta,
131773,Yamhill-Carlton District,Willamette Valley
131774,Sonoma Coast,Sonoma
131775,Eola-Amity Hills,Willamette Valley
131776,Toro,
131777,Rutherford,Napa
131778,Mount Veeder,Napa
131779,Sonoma County,Sonoma
131780,Saint-Émilion,
131781,,
131782,Barsac,
131783,Yamhill-Carlton District,Willamette Valley
131784,Franciacorta,
131785,Russian River Valley,Sonoma
131786,California,California Other
131787,,
131788,,
131789,,
131790,Jumilla,
131791,Carneros,Napa-Sonoma
131792,,
131793,Russian River Valley,Sonoma
131794,Green Valley,Sonoma
131795,Paso Robles,Central Coast
131796,Russian River Valley,Sonoma
131797,Ribera del Duero,
131798,Rutherford,Napa
131799,Napa Valley,Napa
131800,,
131801,Russian River Valley,Sonoma
131802,Sta. Rita Hills,Central Coast
131803,Barossa,
131804,Victoria,
131805,Napa,
131806,Napa Valley,Napa
131807,,
131808,Cava,
131809,McLaren Vale,
131810,,
131811,,
131812,Cava,
131813,Napa Valley,Napa
131814,Catalunya,
131815,,
131816,McLaren Vale,
131817,Dry Creek Valley,Sonoma
131818,Napa Valley,Napa
131819,Santa Barbara County,Central Coast
131820,,
131821,,
131822,Dry Creek Valley,Sonoma
131823,,
131824,Sonoma County,Sonoma
131825,Amador County,Sierra Foothills
131826,,
131827,Amarone della Valpolicella,
131828,Mendoza,
131829,,
131830,,
131831,,
131832,Knights Valley,Sonoma
131833,Amarone della Valpolicella Classico,
131834,Savennières,
131835,Tupungato,
131836,,
131837,Edna Valley,Central Coast
131838,Uco Valley,
131839,Sonoma Valley,Sonoma
131840,,
131841,,
131842,,
131843,Mendoza,
131844,Amarone della Valpolicella Classico,
131845,Howell Mountain,Napa
131846,Lodi,Central Valley
131847,Napa Valley,Napa
131848,Napa Valley,Napa
131849,Amarone della Valpolicella Classico,
131850,Oakville,Napa
131851,Santa Lucia Highlands,Central Coast
131852,Mendoza,
131853,Dundee Hills,Willamette Valley
131854,Fiano di Avellino,
131855,Sannio,
131856,Chablis,
131857,Napa Valley,Napa
131858,Lake County,Mendocino/Lake Counties
131859,California,California Other
131860,South Australia,
131861,Mendoza,
131862,Barossa,
131863,California,California Other
131864,Barossa Valley,
131865,Dominio de Valdepusa,
131866,Yorkville Highlands,North Coast
131867,Rueda,
131868,Dundee Hills,Willamette Valley
131869,Vino de la Tierra de Castilla y León,
131870,Alto Valle del Río Negro,
131871,Mendocino,Mendocino/Lake Counties
131872,Coonawarra,
131873,Yarra Valley,
131874,Jerez,
131875,Lodi,Central Valley
131876,Carneros,Napa-Sonoma
131877,Dry Creek Valley,Sonoma
131878,Barossa Valley,
131879,Willamette Valley,Willamette Valley
131880,Napa Valley,Napa
131881,,
131882,Nuits-St.-Georges,
131883,,
131884,Rioja,
131885,Champagne,
131886,San Juan,
131887,Champagne,
131888,Mendoza,
131889,,
131890,Sonoma County,Sonoma
131891,,
131892,Santa Maria Valley,Central Coast
131893,Sta. Rita Hills,Central Coast
131894,Santa Ynez Valley,Central Coast
131895,,
131896,Napa Valley,Napa
131897,Champagne,
131898,,
131899,Champagne,
131900,Paso Robles,Central Coast
131901,Russian River Valley,Sonoma
131902,,
131903,Napa Valley,Napa
131904,Champagne,
131905,Russian River Valley,Sonoma
131906,Alicante,
131907,,
131908,Mendoza,
131909,,
131910,Venezia Giulia,
131911,Napa Valley,Napa
131912,,
131913,Alexander Valley,Sonoma
131914,Santa Lucia Highlands,Central Coast
131915,Anderson Valley,Mendocino/Lake Counties
131916,,
131917,Yakima Valley,Columbia Valley
131918,Monterey County,Central Coast
131919,,
131920,Russian River Valley,Sonoma
131921,Mendoza,
131922,Barossa Valley,
131923,Toro,
131924,Russian River Valley,Sonoma
131925,Langhorne Creek,
131926,Russian River Valley,Sonoma
131927,Walla Walla Valley (WA),Columbia Valley
131928,,
131929,,
131930,,
131931,Barossa Valley,
131932,Paso Robles,Central Coast
131933,Columbia Valley (WA),Columbia Valley
131934,Margaret River,
131935,,
131936,,
131937,Carneros,Napa-Sonoma
131938,,
131939,Columbia Valley (WA),Columbia Valley
131940,Colli di Conegliano,
131941,Mendoza,
131942,Amarone della Valpolicella Classico,
131943,Cafayate,
131944,Cafayate,
131945,Alto Adige,
131946,Rosso Conero,
131947,Friuli Grave,
131948,Paso Robles,Central Coast
131949,Columbia Valley (WA),Columbia Valley
131950,Russian River Valley,Sonoma
131951,Amarone della Valpolicella Classico,
131952,Soave Classico,
131953,Red Mountain,Columbia Valley
131954,,
131955,Yakima Valley,Columbia Valley
131956,Cafayate,
131957,Amarone della Valpolicella Classico,
131958,Champagne,
131959,,
131960,Alto Adige,
131961,Columbia Valley (WA),Columbia Valley
131962,,
131963,,
131964,Collio,
131965,Santa Barbara County,Central Coast
131966,Colli Orientali del Friuli,
131967,Finger Lakes,Finger Lakes
131968,Yakima Valley,Columbia Valley
131969,North Coast,North Coast
131970,Toscana,
131971,Henty,
131972,Toscana,
131973,Bolgheri,
131974,Mentrida,
131975,El Dorado,Sierra Foothills
131976,Napa Valley,Napa
131977,Toscana,
131978,Jerez,
131979,Rioja,
131980,Diamond Mountain District,Napa
131981,,
131982,,
131983,Rioja,
131984,Sant'Antimo,
131985,Willamette Valley,Willamette Valley
131986,Russian River Valley,Sonoma
131987,Bolgheri,
131988,Stags Leap District,Napa
131989,Toscana,
131990,Toscana,
131991,Toro,
131992,Toscana,
131993,Bolgheri,
131994,South Eastern Australia,
131995,Toscana,
131996,Colli della Toscana Centrale,
131997,Toscana,
131998,Willamette Valley,Willamette Valley
131999,Valencia,
132000,Pomerol,
132001,Pessac-Léognan,
132002,Sauternes,
132003,Pauillac,
132004,Margaux,
132005,Sauternes,
132006,Saint-Émilion,
132007,Pauillac,
132008,Saint-Julien,
132009,Margaux,
132010,Pessac-Léognan,
132011,Saint-Julien,
132012,Pomerol,
132013,Pessac-Léognan,
132014,Pessac-Léognan,
132015,Sauternes,
132016,Saint-Julien,
132017,Saint-Émilion,
132018,Pessac-Léognan,
132019,Pessac-Léognan,
132020,Barsac,
132021,Saint-Estèphe,
132022,Saint-Julien,
132023,Saint-Julien,
132024,Saint-Émilion,
132025,Pessac-Léognan,
132026,Sauternes,
132027,Pessac-Léognan,
132028,Saint-Julien,
132029,Saint-Émilion,
132030,,
132031,,
132032,Chehalem Mountains,Willamette Valley
132033,Barbera d'Alba,
132034,,
132035,Barbera d'Alba,
132036,Willamette Valley,Willamette Valley
132037,Santa Lucia Highlands,Central Coast
132038,Luberon,
132039,Clairette de Bellegarde,
132040,Alexander Valley,Sonoma
132041,Rueda,
132042,Saint-Julien,
132043,McMinnville,Willamette Valley
132044,Haut-Médoc,
132045,Pauillac,
132046,Pauillac,
132047,,
132048,Lodi,Central Valley
132049,Nebbiolo d'Alba,
132050,Oregon,Oregon Other
132051,Carneros,Napa-Sonoma
132052,Costières de Nîmes,
132053,,
132054,Franciacorta,
132055,Langhe,
132056,,
132057,Napa Valley,Napa
132058,Central Coast,Central Coast
132059,Toro,
132060,Franciacorta,
132061,Napa,
132062,Umpqua Valley,Southern Oregon
132063,Barsac,
132064,,
132065,Napa,
132066,Napa Valley,Napa
132067,Russian River Valley,Sonoma
132068,Rutherford,Napa
132069,Franciacorta,
132070,Santa Ynez Valley,Central Coast
132071,Rutherford,Napa
132072,,
132073,Rutherford,Napa
132074,Jerez,
132075,Santa Lucia Highlands,Central Coast
132076,Chehalem Mountains,Willamette Valley
132077,Sauternes,
132078,Santa Ynez Valley,Central Coast
132079,Eola-Amity Hills,Willamette Valley
132080,Trento,
132081,Russian River Valley,Sonoma
132082,Médoc,
132083,Franciacorta,
132084,Franciacorta,
132085,Rockpile,Sonoma
132086,Franciacorta,
132087,Willamette Valley,Willamette Valley
132088,Dry Creek Valley,Sonoma
132089,Knights Valley,Sonoma
132090,Amarone della Valpolicella,
132091,San Rafael,
132092,,
132093,Sancerre,
132094,Los Carneros,Napa-Sonoma
132095,,
132096,Quincy,
132097,Edna Valley,Central Coast
132098,Knights Valley,Sonoma
132099,Sonoma Valley,Sonoma
132100,Mendoza,
132101,,
132102,Sonoma County,Sonoma
132103,Neuquén,
132104,Napa Valley,Napa
132105,Russian River Valley,Sonoma
132106,Russian River Valley,Sonoma
132107,Carneros,Napa-Sonoma
132108,Sonoma County,Sonoma
132109,Dry Creek Valley,Sonoma
132110,Sierra Foothills,Sierra Foothills
132111,,
132112,,
132113,Mendoza,
132114,Napa Valley,Napa
132115,Amarone della Valpolicella Classico,
132116,Amarone della Valpolicella,
132117,Alexander Valley,Sonoma
132118,Colli Orientali del Friuli,
132119,El Dorado County,Sierra Foothills
132120,Trento,
132121,Clarendon,
132122,Jumilla,
132123,Russian River Valley,Sonoma
132124,Alexander Valley,Sonoma
132125,Paso Robles,Central Coast
132126,,
132127,,
132128,Arroyo Seco,Central Coast
132129,Rutherford,Napa
132130,Carneros,Napa-Sonoma
132131,Alexander Valley,Sonoma
132132,Russian River Valley,Sonoma
132133,Champagne,
132134,,
132135,Dry Creek Valley,Sonoma
132136,Rutherford,Napa
132137,Sonoma County,Sonoma
132138,Santa Maria Valley,Central Coast
132139,Napa Valley,Napa
132140,,
132141,,
132142,Barossa Valley,
132143,Cava,
132144,Sonoma Valley,Sonoma
132145,Montsant,
132146,Rutherford,Napa
132147,Toro,
132148,Cava,
132149,Carneros,Napa-Sonoma
132150,Mendoza,
132151,Petit Chablis,
132152,Willamette Valley,Willamette Valley
132153,McLaren Vale,
132154,California,California Other
132155,Margaret River,
132156,Barossa,
132157,Sonoma County,Sonoma
132158,Sicilia,
132159,Coonawarra,
132160,Sta. Rita Hills,Central Coast
132161,Penedès,
132162,Catalunya,
132163,Clare Valley,
132164,Mendoza,
132165,Aglianico del Beneventano,
132166,Falerno del Massico,
132167,Coonawarra,
132168,Cafayate,
132169,Edna Valley,Central Coast
132170,Isola dei Nuraghi,
132171,Sonoma County,Sonoma
132172,Willamette Valley,Willamette Valley
132173,Redwood Valley,Mendocino/Lake Counties
132174,Mendoza,
132175,Passito di Pantelleria,
132176,Willamette Valley,Willamette Valley
132177,Puglia,
132178,Primitivo di Manduria,
132179,Napa Valley,Napa
132180,,
132181,Champagne,
132182,Napa Valley,Napa
132183,,
132184,Rioja,
132185,,
132186,Arroyo Grande Valley,Central Coast
132187,Champagne,
132188,Edna Valley,Central Coast
132189,Champagne,
132190,Ribera del Duero,
132191,,
132192,Paso Robles,Central Coast
132193,Napa Valley,Napa
132194,Champagne,
132195,,
132196,,
132197,Champagne,
132198,Champagne,
132199,,
132200,,
132201,,
132202,Champagne,
132203,Oak Knoll District,Napa
132204,,
132205,Champagne,
132206,,
132207,California,California Other
132208,Santa Maria Valley,Central Coast
132209,,
132210,Minervois La Liviniere,
132211,Coteaux du Languedoc,
132212,,
132213,Columbia Valley (WA),Columbia Valley
132214,,
132215,Sonoma County,Sonoma
132216,Russian River Valley,Sonoma
132217,Hunter Valley,
132218,,
132219,Venezia Giulia,
132220,Walla Walla Valley (WA),Columbia Valley
132221,Navarra,
132222,Russian River Valley,Sonoma
132223,Colli Orientali del Friuli,
132224,Walla Walla Valley (WA),Columbia Valley
132225,,
132226,,
132227,Dry Creek Valley,Sonoma
132228,,
132229,Navarra,
132230,Columbia Valley (WA),Columbia Valley
132231,Napa,
132232,Ribera del Queiles,
132233,,
132234,Red Mountain,Columbia Valley
132235,Red Mountain,Columbia Valley
132236,Red Mountain,Columbia Valley
132237,Carneros,Napa-Sonoma
132238,Columbia Valley (WA),Columbia Valley
132239,Alto Adige,
132240,Mendoza,
132241,Torgiano,
132242,,
132243,Russian River Valley,Sonoma
132244,Alto Adige,
132245,Alto Adige,
132246,Colli Perugini,
132247,Umbria,
132248,Amarone della Valpolicella Classico,
132249,Napa Valley,Napa
132250,Columbia Valley (WA),Columbia Valley
132251,Sonoma County,Sonoma
132252,Collio,
132253,Washington,Washington Other
132254,St. Helena,Napa
132255,Napa Valley,Napa
132256,Piave,
132257,Yakima Valley,Columbia Valley
132258,Mendoza,
132259,Contra Costa County,Central Coast
132260,Mendoza,
132261,Champagne,
132262,Alto Adige,
132263,Santa Lucia Highlands,Central Coast
132264,Santa Lucia Highlands,Central Coast
132265,Napa Valley,Napa
132266,Mendoza,
132267,Carneros,Napa-Sonoma
132268,Offida Pecorino,
132269,Champagne,
132270,Ribera del Duero,
132271,Toscana,
132272,Mendocino Ridge,Mendocino/Lake Counties
132273,Toscana,
132274,Southern Oregon,Southern Oregon
132275,,
132276,Montescudaio,
132277,Toscana,
132278,Montescudaio,
132279,Toscana,
132280,Bolgheri Superiore,
132281,Toscana,
132282,,
132283,Toscana,
132284,Sant'Antimo,
132285,Toscana,
132286,Toscana,
132287,Maremma,
132288,Maremma,
132289,Sant'Antimo,
132290,Toscana,
132291,Rogue Valley,Southern Oregon
132292,Rías Baixas,
132293,Willamette Valley,Willamette Valley
132294,Northern Sonoma,Sonoma
132295,Suisun Valley,North Coast
132296,Toscana,
132297,Toscana,
132298,,
132299,Willamette Valley,Willamette Valley
132300,Barbaresco,
132301,,
132302,Paso Robles,Central Coast
132303,Rioja,
132304,Crozes-Hermitage,
132305,,
132306,Vin de Pays des Cévennes,
132307,Santa Ynez Valley,Central Coast
132308,Toro,
132309,Willamette Valley,Willamette Valley
132310,Saint-Émilion,
132311,Jumilla,
132312,McMinnville,Willamette Valley
132313,Pessac-Léognan,
132314,Listrac-Médoc,
132315,Amador County,Sierra Foothills
132316,Stags Leap District,Napa
132317,Rioja,
132318,Santa Lucia Highlands,Central Coast
132319,Graves,
132320,Luberon,
132321,,
132322,Willamette Valley,Willamette Valley
132323,Veneto,
132324,Pauillac,
132325,Haut-Médoc,
132326,Saint-Émilion,
132327,Côtes du Rhône,
132328,,
132329,Central Coast,Central Coast
132330,Pauillac,
132331,Saint-Émilion,
132332,Saint-Estèphe,
132333,Sauternes,
132334,Margaux,
132335,Pessac-Léognan,
132336,Pessac-Léognan,
132337,Pauillac,
132338,Pessac-Léognan,
132339,Pessac-Léognan,
132340,Margaux,
132341,Pomerol,
132342,Pessac-Léognan,
132343,Saint-Émilion,
132344,Saint-Julien,
132345,Margaux,
132346,Haut-Médoc,
132347,Saint-Émilion,
132348,Saint-Émilion,
132349,Haut-Médoc,
132350,Pomerol,
132351,Pessac-Léognan,
132352,Pessac-Léognan,
132353,Saint-Émilion,
132354,Saint-Émilion,
132355,Pessac-Léognan,
132356,Saint-Estèphe,
132357,Margaux,
132358,Margaux,
132359,Saint-Émilion,
132360,Napa Valley,Napa
132361,Mendoza,
132362,Russian River Valley,Sonoma
132363,Sancerre,
132364,Anjou,
132365,Northern Sonoma,Sonoma
132366,Amarone della Valpolicella Classico,
132367,Dry Creek Valley,Sonoma
132368,Russian River Valley,Sonoma
132369,,
132370,Napa Valley,Napa
132371,,
132372,,
132373,Edna Valley,Central Coast
132374,,
132375,Russian River Valley,Sonoma
132376,Vouvray,
132377,Sonoma County,Sonoma
132378,Alexander Valley,Sonoma
132379,Edna Valley,Central Coast
132380,Tupungato,
132381,Pouilly-sur-Loire,
132382,Lodi,Central Valley
132383,Russian River Valley,Sonoma
132384,Santa Barbara County,Central Coast
132385,Finger Lakes,Finger Lakes
132386,Santa Ynez Valley,Central Coast
132387,,
132388,Sierra Foothills,Sierra Foothills
132389,,
132390,Willamette Valley,Willamette Valley
132391,Fronsac,
132392,Pomerol,
132393,,
132394,Napa Valley,Napa
132395,Paso Robles,Central Coast
132396,Margaux,
132397,Franciacorta,
132398,Franciacorta,
132399,Sonoma County,Sonoma
132400,Priorat,
132401,Trento,
132402,,
132403,Franciacorta,
132404,Vino de la Tierra de Castilla y León,
132405,Willamette Valley,Willamette Valley
132406,Willamette Valley,Willamette Valley
132407,,
132408,Willamette Valley,Willamette Valley
132409,Haut-Médoc,
132410,Saint-Émilion,
132411,Margaux,
132412,Franciacorta,
132413,Graves,
132414,Franciacorta,
132415,Oregon,Oregon Other
132416,Howell Mountain,Napa
132417,,
132418,Trento,
132419,,
132420,Knights Valley,Sonoma
132421,Cava,
132422,,
132423,York Mountain,Central Coast
132424,Prosecco di Valdobbiadene,
132425,Carneros,Napa-Sonoma
132426,Russian River Valley,Sonoma
132427,,
132428,,
132429,Alexander Valley,Sonoma
132430,,
132431,Prosecco di Conegliano e Valdobbiadene,
132432,Napa Valley,Napa
132433,California,California Other
132434,Napa Valley,Napa
132435,,
132436,,
132437,Neuquén,
132438,Rías Baixas,
132439,,
132440,,
132441,Prosecco del Veneto,
132442,,
132443,Ribera del Duero,
132444,Piedmont,
132445,Dry Creek Valley,Sonoma
132446,Santa Ynez Valley,Central Coast
132447,Sonoma County,Sonoma
132448,Cava,
132449,,
132450,San Benito County,Central Coast
132451,McLaren Vale,
132452,Mendoza,
132453,Mendoza,
132454,Barossa Valley,
132455,Willamette Valley,Willamette Valley
132456,McLaren Vale,
132457,Coonawarra,
132458,Chablis,
132459,Margaret River,
132460,Fiano di Avellino,
132461,Central Coast,Central Coast
132462,Dry Creek Valley,Sonoma
132463,Willamette Valley,Willamette Valley
132464,South Australia,
132465,Bennett Valley,Sonoma
132466,Ribera del Duero,
132467,Willamette Valley,Willamette Valley
132468,Sonoma County,Sonoma
132469,Petit Chablis,
132470,Priorat,
132471,Willamette Valley,Willamette Valley
132472,McLaren Vale,
132473,Catalunya,
132474,Romangia,
132475,Penedès,
132476,Isola dei Nuraghi,
132477,Sonoma County,Sonoma
132478,Rueda,
132479,Paso Robles,Central Coast
132480,Sonoma Coast,Sonoma
132481,Champagne,
132482,,
132483,,
132484,,
132485,Champagne,
132486,,
132487,Rioja,
132488,,
132489,,
132490,,
132491,Costers del Segre,
132492,Rioja,
132493,,
132494,Santa Ynez Valley,Central Coast
132495,Champagne,
132496,Champagne,
132497,Napa Valley,Napa
132498,Ribera del Duero,
132499,Rioja,
132500,Champagne,
132501,,
132502,,
132503,Santa Maria Valley,Central Coast
132504,,
132505,Champagne,
132506,Montagny,
132507,Santa Ynez Valley,Central Coast
132508,,
132509,,
132510,Knights Valley,Sonoma
132511,Russian River Valley,Sonoma
132512,Sonoma Coast,Sonoma
132513,Calchaquí Valley,
132514,Columbia Valley (WA),Columbia Valley
132515,,
132516,Russian River Valley,Sonoma
132517,Corbières,
132518,Russian River Valley,Sonoma
132519,,
132520,Russian River Valley,Sonoma
132521,Stags Leap District,Napa
132522,Horse Heaven Hills,Columbia Valley
132523,Columbia Valley (WA),Columbia Valley
132524,Columbia Valley (WA),Columbia Valley
132525,Wahluke Slope,Columbia Valley
132526,Santa Barbara County,Central Coast
132527,Colli Orientali del Friuli,
132528,Columbia Valley (WA),Columbia Valley
132529,McLaren Vale,
132530,Walla Walla Valley (WA),Columbia Valley
132531,High Valley,Mendocino/Lake Counties
132532,Columbia Valley (WA),Columbia Valley
132533,Napa Valley,Napa
132534,Pla de Bages,
132535,Barossa,
132536,Mendoza,
132537,Columbia Valley (WA),Columbia Valley
132538,,
132539,,
132540,Trentino,
132541,,
132542,Colli Orientali del Friuli,
132543,Central Coast,Central Coast
132544,Trentino,
132545,Columbia Valley (WA),Columbia Valley
132546,Yakima Valley,Columbia Valley
132547,Valdadige,
132548,Alto Adige,
132549,Anderson Valley,Mendocino/Lake Counties
132550,Carneros,Napa-Sonoma
132551,Mendoza,
132552,,
132553,McLaren Vale,
132554,Napa Valley,Napa
132555,Piave,
132556,Mendoza,
